Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Status Category,Status Category Changed
Deploy Prometheus to local Kind cluster,CV-22,10345,Task,In Progress,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Hafsa Moin,63b0b6722c70aae1e6fa7a97,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:24 AM,24/Mar/26 7:36 AM,23/Mar/26 11:56 PM,,,0,"Deploy Prometheus to the uvote-dev namespace on the local Kind cluster
using the kube-prometheus-stack Helm chart.

The platform infrastructure doc confirms Prometheus is fully absent —
grep for ""prometheus"" in k8s/ returns 0 YAML matches, only ADR references.

Install via Helm:
  helm repo add prometheus-community \
    [https://prometheus-community.github.io/helm-charts|https://prometheus-community.github.io/helm-charts|smart-link] 
  helm install prometheus prometheus-community/kube-prometheus-stack \
    --namespace monitoring --create-namespace \
    -f k8s/monitoring/prometheus-values.yaml

Create k8s/monitoring/prometheus-values.yaml with scrape config
targeting all 6 UVote services:

  additionalScrapeConfigs:
    - job_name: uvote-services
      static_configs:
        - targets:
          - auth-service.uvote-dev:5001
          - election-service.uvote-dev:5002
          - voting-service.uvote-dev:5003
          - results-service.uvote-dev:5004
          - admin-service.uvote-dev:5002
          - frontend-service.uvote-dev:5000
      metrics_path: /metrics
      scrape_interval: 15s

Verify Prometheus is scraping all 6 services by checking
Prometheus UI → Status → Targets — all should show State: UP.

Key security metrics to monitor per the network security doc:

* Failed admin login attempts > 10/min → P1 alert
* NetworkPolicy deny count > 100/min sustained → P1 alert
* Pod restart count > 3 in 5 minutes → P2 alert
* DB connection count > 80% of max_connections → P2 alert",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000kn:,,,,,,,In Progress,23/Mar/26 11:24 PM
Deploy Grafana to local Kind cluster and configure Prometheus datasource,CV-23,10346,Task,In Progress,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Hafsa Moin,63b0b6722c70aae1e6fa7a97,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:24 AM,24/Mar/26 7:36 AM,21/Mar/26 5:24 AM,,,0,"Deploy Grafana to the monitoring namespace on the local Kind cluster.
Grafana is included in the kube-prometheus-stack Helm chart installed
in the previous ticket — enable it via prometheus-values.yaml:

  grafana:
    enabled: true
    adminPassword: ""uvote-grafana-admin""
    service:
      type: ClusterIP

Configure Prometheus as the default datasource:
  grafana:
    datasources:
      datasources.yaml:
        apiVersion: 1
        datasources:
          - name: Prometheus
            type: prometheus
            url: [http://prometheus-kube-prometheus-prometheus:9090|http://prometheus-kube-prometheus-prometheus:9090]
            isDefault: true

Verify by port-forwarding Grafana:
  kubectl port-forward -n monitoring svc/prometheus-grafana 3001:80

Login with admin / uvote-grafana-admin and confirm Prometheus
datasource shows green / ""Data source is working"".

The platform infrastructure doc planned architecture is:
  Application Pods → /metrics endpoint
  → Prometheus (scrapes every 15s)
  → Grafana (dashboards + alerting)",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000kv:,,,,,,,In Progress,23/Mar/26 11:24 PM
Create Grafana SLI dashboard for UVote services,CV-24,10347,Task,In Progress,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Hafsa Moin,63b0b6722c70aae1e6fa7a97,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:24 AM,24/Mar/26 7:36 AM,21/Mar/26 5:24 AM,,,0,"Create a Grafana dashboard covering the SLIs defined in the platform
infrastructure doc for all 6 UVote services.

Create k8s/monitoring/dashboards/uvote-sli-dashboard.json with panels for:

# Request Rate (req/s per service)
PromQL: rate(http_requests_total{job=""uvote-services""}[1m])
# Error Rate (5xx responses as % of total)
PromQL: rate(http_requests_total{status=~""5..""}[1m])
        / rate(http_requests_total[1m]) * 100
SLO target: < 1% error rate
# Latency p50 / p95 / p99
PromQL: histogram_quantile(0.95,
        rate(http_request_duration_seconds_bucket[5m]))
SLO target: p95 < 500ms
# Pod Availability (pods running vs desired)
PromQL: kube_deployment_status_replicas_available
        / kube_deployment_spec_replicas
# Active DB Connections per service
PromQL: asyncpg_pool_size (requires custom metric)
# Vote submission rate
PromQL: rate(http_requests_total{path=""/vote/submit""}[1m])
# Auth failure rate (failed logins)
PromQL: rate(http_requests_total
        {path=""/login"", status=""401""}[1m])
Alert threshold: > 10/min per the network security doc (P1)",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000l3:,,,,,,,In Progress,23/Mar/26 11:24 PM
Configure AlertManager rules for UVote,CV-25,10348,Task,In Progress,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Hafsa Moin,63b0b6722c70aae1e6fa7a97,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:24 AM,24/Mar/26 7:36 AM,21/Mar/26 5:25 AM,,,0,"Create AlertManager alerting rules based on the thresholds defined in
the platform infrastructure and network security docs.

Create k8s/monitoring/alerting-rules.yaml with the following alerts:

  P0 — Critical (hash chain integrity):
    - Hash chain verification failures: any failure triggers immediately
      (no votes should ever fail hash verification)

  P1 — High (active threat indicators):
    - Error rate > 1% sustained for 5 minutes
    - Failed admin login attempts > 10/min
    - NetworkPolicy deny count > 100/min sustained
    - Ingress request rate > 1000 req/s sustained

  P2 — Warning (resource pressure):
    - Pod restart count > 3 in 5 minutes
    - DB connection count > 80% of max_connections
    - Any pod in CrashLoopBackOff state
    - Certificate expiry < 7 days (future)

Configure AlertManager to route P0/P1 alerts to a Slack webhook
or email. For local Kind cluster, log to alertmanager stdout is
acceptable for demo purposes.

Add to prometheus-values.yaml:
  alertmanager:
    enabled: true
    config:
      route:
        receiver: uvote-alerts
      receivers:
        - name: uvote-alerts",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000lb:,,,,,,,In Progress,24/Mar/26 7:36 AM
Deploy Elasticsearch single-node to local Kind cluster,CV-26,10349,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:25 AM,24/Mar/26 9:31 AM,24/Mar/26 9:29 AM,,,0,"Deploy a single-node Elasticsearch instance to the monitoring namespace
on the local Kind cluster.

The platform infrastructure doc confirms Elasticsearch is completely absent —
grep -r elasticsearch . returns 0 matches in code or manifests.

Deploy using the Elastic Helm chart:
  helm repo add elastic [https://helm.elastic.co|https://helm.elastic.co]
  helm install elasticsearch elastic/elasticsearch \
    --namespace monitoring \
    -f k8s/logging/elasticsearch-values.yaml

Create k8s/logging/elasticsearch-values.yaml for single-node Kind setup:
  replicas: 1
  minimumMasterNodes: 1
  resources:
    requests:
      cpu: 500m
      memory: 1Gi
    limits:
      cpu: 1000m
      memory: 2Gi
  volumeClaimTemplate:
    resources:
      requests:
        storage: 5Gi

Note: default Elasticsearch requests 2Gi RAM per node. The Kind cluster
runs on approximately 16GB RAM shared with all 6 UVote services.
Limit Elasticsearch to 2Gi to avoid starving the application pods.

Verify by port-forwarding:
  kubectl port-forward -n monitoring svc/elasticsearch-master 9200:9200
  curl [http://localhost:9200/_cluster/health|http://localhost:9200/_cluster/health]

Expected: {""status"":""green""} or {""status"":""yellow""} for single-node.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000lj:,,,,,,,In Progress,24/Mar/26 7:51 AM
Deploy Fluent Bit as DaemonSet for container log collection,CV-27,10350,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:25 AM,24/Mar/26 10:29 AM,24/Mar/26 1:07 PM,,,0,"Deploy Fluent Bit as a DaemonSet to collect container logs from all
UVote pods and forward them to Elasticsearch.

Fluent Bit is chosen over Fluentd for lower resource overhead, which
matters on the Kind cluster where RAM is shared with 6 application services.

Deploy using the Fluent Bit Helm chart:
  helm repo add fluent [https://fluent.github.io/helm-charts|https://fluent.github.io/helm-charts|smart-link] 
  helm install fluent-bit fluent/fluent-bit \
    --namespace monitoring \
    -f k8s/logging/fluent-bit-values.yaml

Create k8s/logging/fluent-bit-values.yaml:
  config:
    inputs: |
      [INPUT]
          Name tail
          Path /var/log/containers/uvote-_.log_
          _Parser json_
          _Tag uvote._
          Mem_Buf_Limit 5MB

{noformat}outputs: |
  [OUTPUT]
      Name es
      Match uvote.*
      Host elasticsearch-master.monitoring
      Port 9200
      Index uvote-logs
      Type _doc

filters: |
  [FILTER]
      Name kubernetes
      Match uvote.*
      Merge_Log On
      Keep_Log Off
      K8S-Logging.Parser On{noformat}

This configuration:

* Tails only uvote-* container logs (not system/monitoring pods)
* Parses JSON log output (requires structured logging tickets done first)
* Tags logs with uvote.* for routing to Elasticsearch
* Enriches logs with Kubernetes metadata (pod name, namespace, service)
* Indexes into uvote-logs in Elasticsearch

Note: The structured JSON logging tickets must be completed first.
Without JSON formatting in app.py files, Fluent Bit will ingest
unstructured text that Kibana cannot parse or filter meaningfully.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000lr:,,,,,,,In Progress,24/Mar/26 7:51 AM
Deploy Kibana and create uvote-* index pattern,CV-28,10351,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:26 AM,24/Mar/26 8:56 PM,24/Mar/26 8:56 PM,,,0,"Deploy Kibana to the monitoring namespace and configure it to index
UVote logs from Elasticsearch.

Deploy using the Elastic Helm chart:
  helm install kibana elastic/kibana \
    --namespace monitoring \
    -f k8s/logging/kibana-values.yaml

Create k8s/logging/kibana-values.yaml:
  resources:
    requests:
      cpu: 500m
      memory: 1Gi
    limits:
      cpu: 1000m
      memory: 2Gi
  elasticsearchHosts: ""[http://elasticsearch-master:9200|http://elasticsearch-master:9200]""

Verify by port-forwarding:
  kubectl port-forward -n monitoring svc/kibana-kibana 5601:5601

Create the uvote-* index pattern in Kibana:
  Stack Management → Index Patterns → Create index pattern
  Pattern: uvote-logs-*
  Timestamp field: @timestamp

Useful fields available in the index once structured JSON logging
is in place:

* service (auth, election, voting, results, voter, frontend)
* level (INFO, WARNING, ERROR)
* message
* kubernetes.pod_name
* kubernetes.namespace_name",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000lz:,,,,,,,In Progress,24/Mar/26 7:51 AM
Create Kibana dashboard for UVote log analysis,CV-29,10352,Task,In Progress,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:27 AM,24/Mar/26 7:51 AM,25/Mar/26 12:47 AM,,,0,"Create a Kibana dashboard to surface the most operationally useful log data
from the uvote-logs-* index.

Create the following visualisations and combine into a single dashboard:

# Error log volume over time (line chart)
Filter: level:ERROR
Group by: service
Shows which service is generating the most errors over time
# Auth failure rate (bar chart)
Filter: service:auth AND message:_invalid_ OR message:_failed_
Shows failed login attempts — alert threshold is 10/min per
the network security doc (P1 indicator)
# Vote submission rate (line chart)
Filter: service:voting AND message:_vote_
Shows voting activity during an active election
# SMTP / email failure log entries (table)
Filter: service:voter AND level:ERROR
voter-service is the only service that currently logs email
failures (logger.error on SMTP failure in generate_tokens()).
This table surfaces those failures in Kibana.
# Top error messages (pie chart)
Filter: level:ERROR
Group by: message.keyword
Identifies the most frequent error types across all services
# Log stream by service (table, live tail)
All services, sorted by @timestamp descending
Useful for real-time monitoring during demos
# Audit chain verification results (table) ← new panel
Filter: service:audit
Fields: @timestamp, chain_valid, total_entries, first_broken_id
Shows the full history of every chain verification run from the
audit-service monitor_chain() background task. Each entry is a
structured JSON log emitted every 60 seconds by audit-service.
A chain_valid:false entry in this table means tampering was
detected and should immediately trigger investigation.
Complements the Grafana live stat panel (uvote_audit_chain_valid)
by providing a historical searchable record rather than just
the current state.

Note: panels 1-6 depend on the structured JSON formatter ticket being
completed first. Without JSON formatting in app.py files, Fluent Bit
will ingest unstructured text that Kibana cannot parse or filter.
Panel 7 specifically depends on the audit-service JSON logging additions
in the structured formatter ticket.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000m7:,,,,,,,In Progress,24/Mar/26 7:51 AM
Verify hash chain triggers are applied in the live database schema,CV-30,10353,Task,To Do,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,,,0,"The Stage 1 feedback explicitly flagged that hash chaining was documented
but not implemented in the running system.

ADR-007 defines two PostgreSQL trigger functions that should exist in
uvote-platform/k8s/database/schema.sql:

# generate_audit_hash() — fires on INSERT into audit_log, computes:
  SHA256(event_type || election_id || actor_id || created_at || uuid)
  stored in event_hash column
# prevent_audit_modification() — fires BEFORE UPDATE/DELETE on
audit_log, raises exception:
  'Audit log entries are immutable and cannot be modified or deleted'
# generate_vote_hash_trigger — fires on INSERT into votes, populates
vote_hash and previous_hash columns (ballot hash chain)

Verify these triggers exist and are firing in the live cluster:

  kubectl exec -n uvote-dev deployment/postgresql -- psql \
    -U uvote_admin -d uvote -c \
    ""SELECT trigger_name, event_manipulation, event_object_table
     FROM information_schema.triggers
     WHERE trigger_schema = 'public';""

Expected triggers:

* generate_audit_hash on INSERT on audit_log
* immutable_audit on UPDATE/DELETE on audit_log
* generate_vote_hash on INSERT on votes
* prevent_vote_update on UPDATE on votes
* prevent_vote_delete on DELETE on votes

If any are missing, the schema.sql has not been fully applied.
Re-apply via setup_k8s_platform.py or manually via kubectl exec psql.

This ticket is a prerequisite for all other hash chain tickets.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000mf:,,,,,,,To Do,21/Mar/26 5:28 AM
Implement audit event logging in all backend services,CV-31,10354,Task,To Do,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,,,0,"The hash chain trigger fires on every INSERT into audit_log, but the
services are not confirmed to be sending audit events consistently.

ADR-007 defines these events that must be logged:

* ADMIN_LOGIN_SUCCESS / ADMIN_LOGIN_FAILURE (auth-service)
* ELECTION_CREATED / ELECTION_OPENED / ELECTION_CLOSED (election-service)
* VOTER_ADDED / TOKEN_GENERATED (voter-service)
* BALLOT_ISSUED (auth-service — blind ballot token)
* VOTE_CAST — must record receipt_token but NEVER candidate_id
(anonymity requirement per ADR-015)
* RESULTS_ACCESSED (results-service)

For each service, audit events must be sent to audit-service:8005
via HTTP POST. The network policy 04-allow-audit.yaml already permits
this traffic from all 6 backend services.

Audit event payload:
  {
    ""event_type"": ""VOTE_CAST"",
    ""election_id"": 42,
    ""actor_id"": null,       ← null for voter events (anonymity)
    ""detail"": {
      ""receipt_token"": ""abc123""   ← never include candidate_id
    }
  }

Verify each service is sending audit events by checking the audit_log
table after a full test run:
  kubectl exec -n uvote-dev deployment/postgresql -- psql \
    -U uvote_admin -d uvote \
    -c ""SELECT event_type, created_at, event_hash FROM audit_log
        ORDER BY created_at DESC LIMIT 20;""

All rows should have a non-NULL event_hash confirming the trigger fired.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000mn:,,,,,,,To Do,21/Mar/26 5:28 AM
Implement hash chain verification endpoint in audit-service,CV-32,10355,Task,To Do,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,21/Mar/26 5:28 AM,,,0,"The hash chain exists in the database but there is no endpoint to
verify its integrity. Your lecturer needs to see the chain being
actively verified, not just stored.

Add a GET /audit/verify endpoint to audit-service/app.py:

  @app.get(""/audit/verify"")
  async def verify_chain():
      """"""
      Reads all audit_log entries in order and recomputes each hash.
      Returns chain_valid: true if unbroken, false + first_broken_id
      if tampering is detected.
      """"""

The verification logic in Python using hashlib:

  import hashlib

  async def verify_audit_chain(conn):
      rows = await conn.fetch(
          ""SELECT log_id, event_type, election_id, actor_id,
                  created_at, event_hash, previous_hash
           FROM audit_log ORDER BY log_id ASC""
      )
      previous_hash = """"
      for row in rows:
          expected = hashlib.sha256(
              (row[""event_type""] +
               str(row[""election_id""] or """") +
               str(row[""actor_id""] or """") +
               str(row[""created_at""]) +
               row[""previous_hash""]).encode()
          ).hexdigest()
          if row[""event_hash""] != expected:
              return {""chain_valid"": False,
                      ""first_broken_id"": row[""log_id""]}
          previous_hash = row[""event_hash""]
      return {""chain_valid"": True, ""total_entries"": len(rows)}

Note: the exact hash input must match the PostgreSQL trigger in
schema.sql (generate_audit_hash function). Align the Python
computation with the SQL digest() inputs precisely.

This endpoint is internal-only — audit-service has no ingress route
(04-allow-audit.yaml only permits traffic from backend services,
not from the ingress controller). Expose it via kubectl port-forward
for demo purposes.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000mv:,,,,,,,To Do,21/Mar/26 5:28 AM
Add hash chain verification to Grafana dashboard,CV-33,10356,Task,To Do,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 5:29 AM,21/Mar/26 5:29 AM,21/Mar/26 5:29 AM,,,0,"Surface hash chain integrity as a live metric in Grafana so the
lecturer can see it on a dashboard during the demo.

Add a custom Prometheus metric to audit-service/app.py:

  from prometheus_client import Gauge

  hash_chain_valid = Gauge(
      ""uvote_audit_chain_valid"",
      ""1 if audit log hash chain is intact, 0 if broken""
  )

h1. Background task — verify chain every 60 seconds

  @app.on_event(""startup"")
  async def start_chain_monitor():
      asyncio.create_task(monitor_chain())

  async def monitor_chain():
      while True:
          result = await verify_audit_chain()
          hash_chain_valid.set(1 if result[""chain_valid""] else 0)
          await asyncio.sleep(60)

Add a panel to the existing Grafana SLI dashboard:

  Panel title: ""Audit Chain Integrity""
  PromQL: uvote_audit_chain_valid
  Visualisation: Stat panel
  Thresholds:
    1 → Green ""INTACT""
    0 → Red ""CHAIN BROKEN — TAMPERING DETECTED""

This gives the lecturer a live green/red indicator showing the
hash chain is being continuously verified. If any audit log entry
is tampered with, the panel turns red immediately.

Depends on:

* Verify hash chain triggers are applied in live database
* Expose /metrics endpoint on all FastAPI services
* Deploy Grafana and configure Prometheus datasource",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000n3:,,,,,,,To Do,21/Mar/26 5:29 AM
Fix deploy_test_platform.py CLUSTER_NAME pointing to wrong Kind cluster,CV-36,10359,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 8:15 AM,21/Mar/26 8:15 AM,21/Mar/26 8:15 AM,,,0,"deploy_test_platform.py line 37 has a hardcoded wrong cluster name:

  CLUSTER_NAME = ""evote""

The Kind cluster is created by setup_k8s_platform.py as ""uvote"":
  kind create cluster --name uvote

deploy_platform.py also defaults to --cluster-name uvote.

Impact: Phase 1 of deploy_test_platform.py runs:
  kubectl cluster-info --context kind-evote

The context kind-evote does not exist. The actual context is kind-uvote.
Phase 1 always aborts with ""Cluster not accessible."" The entire script
is unusable as-is on any correctly provisioned cluster. BREAKING.

Fix: Change line 37 to:
  CLUSTER_NAME = ""uvote""",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000nj:,,,,,,,In Progress,21/Mar/26 8:15 AM
Add post-apply verification steps to setup_k8s_platform.py schema function,CV-37,10360,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 8:15 AM,21/Mar/26 8:15 AM,21/Mar/26 8:15 AM,,,0,"setup_k8s_platform.py apply_database_schema() lines 371-378 only runs
\dt after applying the schema to verify tables exist. It does not verify:

* Roles were created (will be needed after create_roles.sql is added)
* Seed data was inserted

This means failures in create_roles.sql or seed_data.sql are silent —
the script reports success even if roles or seed rows are missing.

Fix: After applying all three SQL files, add these verification steps
using the same kubectl exec psql pattern:

h1. Verify roles exist

  kubectl exec postgresql -- psql -U uvote_admin -d uvote -c ""\du""

h1. Expected: auth_service, voting_service, election_service,

h1. results_service, audit_service, admin_service all listed

h1. Verify seed data inserted

  kubectl exec postgresql -- psql -U uvote_admin -d uvote \
    -c ""SELECT COUNT(*) FROM organisers;""

h1. Expected: at least 1 row ([admin@uvote.com|mailto:admin@uvote.com] default account)

  kubectl exec postgresql -- psql -U uvote_admin -d uvote \
    -c ""SELECT COUNT(*) FROM elections;""

h1. Expected: at least 1 row (sample election)

If any verification step returns 0 or an error, the function should
exit with a non-zero code and print a clear failure message rather
than silently continuing.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000nr:,,,,,,,In Progress,21/Mar/26 8:15 AM
Add per-service database credential Secrets to deploy_platform.py,CV-38,10361,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 8:15 AM,21/Mar/26 8:16 AM,21/Mar/26 8:16 AM,,,0,"deploy_platform.py phase4_manage_secrets() (line 389) creates only
four Kubernetes Secrets:

* db-credentials   (uvote_admin superuser — shared by all services)
* jwt-secret
* flask-secret
* smtp-credentials

create_roles.sql defines six per-service PostgreSQL users:
  auth_service, voting_service, election_service,
  results_service, audit_service, admin_service

No Kubernetes Secrets exist for any of these roles. All six services
currently receive db-credentials and authenticate as uvote_admin
(superuser), bypassing the least-privilege model defined in ADR-014.

Fix: Add per-service secret creation to phase4_manage_secrets():

  kubectl create secret generic auth-db-secret \
    --from-literal=DB_USER=auth_service \
    --from-literal=DB_PASS=<auth_service_password>

  kubectl create secret generic voting-db-secret \
    --from-literal=DB_USER=voting_service \
    --from-literal=DB_PASS=<voting_service_password>

h1. repeat for election_service, results_service,

h1. audit_service, admin_service

Then update each service deployment YAML to mount its own secret
rather than the shared db-credentials secret.

Passwords must match those set in create_roles.sql.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000nz:,,,,,,,In Progress,21/Mar/26 8:15 AM
Add smtp-credentials to deploy_platform.py rollback cleanup,CV-39,10362,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 8:16 AM,21/Mar/26 8:16 AM,21/Mar/26 8:16 AM,,,0,"deploy_platform.py rollback() function (line 1122) deletes secrets
during a rollback but only removes:

* jwt-secret
* flask-secret

smtp-credentials is created in phase4_manage_secrets() but is never
deleted during rollback. This leaves a stale secret in the cluster
after a failed deployment, which will cause a ""secret already exists""
error on the next deploy attempt.

Fix: Add smtp-credentials to the list of secrets deleted in rollback():

  kubectl delete secret smtp-credentials --ignore-not-found=true

Place it alongside the existing jwt-secret and flask-secret deletions.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000o7:,,,,,,,In Progress,21/Mar/26 8:16 AM
